layer_name_raw,layer_title,layer_description,crs,bbox,attributes,geom_type
geonode:kispiox_LEVEL_L2,kispiox_LEVEL_L2,No abstract provided,EPSG:3005,,"fid, the_geom, FSW_WMA, LAYER, WML, FSW_MGT, GNIS_NA, WS_KM2, ECA_KM2, ECA, LOW_RSK, MOD_RSK, HIGH_RS, RISK, kispiox_LEVEL_L2",gml:MultiSurfacePropertyType
geonode:kispiox_LEVEL_L3,kispiox_LEVEL_L3,No abstract provided,EPSG:3005,,"fid, the_geom, FSW_WMA, LAYER, WML, FSW_MGT, GNIS_NA, WS_KM2, ECA_KM2, ECA, LOW_RSK, MOD_RSK, HIGH_RS, RISK, kispiox_LEVEL_L3",gml:MultiSurfacePropertyType
geonode:kispiox_LEVEL_L3_2,kispiox_LEVEL_L3_2,No abstract provided,EPSG:3005,,"fid, the_geom, FSW_WMA, LAYER, WML, FSW_MGT, GNIS_NA, WS_KM2, ECA_KM2, ECA, LOW_RSK, MOD_RSK, HIGH_RS, RISK, kispiox_LEVEL_L3_2",gml:MultiSurfacePropertyType
geonode:kispiox_LEVEL_L4,kispiox_LEVEL_L4,No abstract provided,EPSG:3005,,"fid, the_geom, FSW_WMA, LAYER, WML, FSW_MGT, GNIS_NA, WS_KM2, ECA_KM2, ECA, LOW_RSK, MOD_RSK, HIGH_RS, RISK, kispiox_LEVEL_L4",gml:MultiSurfacePropertyType
geonode:kispiox_LEVEL_L5,kispiox_LEVEL_L5,No abstract provided,EPSG:3005,,"fid, the_geom, FSW_WMA, LAYER, WML, FSW_MGT, GNIS_NA, WS_KM2, ECA_KM2, ECA, LOW_RSK, MOD_RSK, HIGH_RS, RISK, kispiox_LEVEL_L5",gml:MultiSurfacePropertyType
geonode:kispiox_LEVEL_L6,kispiox_LEVEL_L6,No abstract provided,EPSG:3005,,"fid, the_geom, FSW_WMA, LAYER, WML, FSW_MGT, GNIS_NA, WS_KM2, ECA_KM2, ECA, LOW_RSK, MOD_RSK, HIGH_RS, RISK, kispiox_LEVEL_L6",gml:MultiSurfacePropertyType
geonode:kispiox_all_levels,kispiox_all_levels,No abstract provided,EPSG:3005,,"fid, the_geom, FSW_WMA, LAYER, WML, FSW_MGT, GNIS_NA, WS_KM2, ECA_KM2, ECA, LOW_RSK, MOD_RSK, HIGH_RS, RISK, kispiox_all_levels",gml:MultiSurfacePropertyType
geonode:legal_ogma_points,legal_ogma_points,No abstract provided,EPSG:3005,,"fid, the_geom, L_OGMA_ID, FRPA_DATE, AREA_SQM, UPDATE_DT, UPDATE_RSN, legal_ogma_points",gml:MultiSurfacePropertyType
geonode:merged_cutblocks_year,merged_cutblocks_year,No abstract provided,EPSG:3005,,"fid, the_geom, HARVESTYR, Year, merged_cutblocks_year",gml:MultiSurfacePropertyType
geonode:min_placer_coal_tenure,min_placer_coal_tenure,No abstract provided,EPSG:3005,,"fid, the_geom, CLAIM_NM, TEN_ID, TEN_TYPE, TEN_STYPE, TITLE_TYPE, ISSUE_DT, GOOD_TO_DT, min_placer_coal_tenure",gml:MultiSurfacePropertyType
geonode:mine_and_exploration_points,mine_and_exploration_points,No abstract provided,EPSG:3005,,"fid, the_geom, Project, Sector, Type_, Region, Latitude, Longitude, Commodity, Depo_grp, Year_, Operator, mine_and_exploration_points",gml:PointPropertyType
geonode:mineral_occurrence,mineral_occurrence,No abstract provided,EPSG:3005,,"fid, the_geom, MIN_NUM, NAME, STAT_DESC, ELEV_M, COMM_DESC, DEPOSIT_TY, DEPOS_CHAR, DEPOS_CLSS, TCTNC_BLT, TRRN_DESC, mineral_occurrence",gml:PointPropertyType
geonode:non_legal_ogma,non_legal_ogma,No abstract provided,EPSG:3005,,"fid, the_geom, NL_OGMA_ID, PRIM_RSN, OGMA_TYPE, UPDATE_DT, UPDATE_RSN, non_legal_ogma",gml:MultiSurfacePropertyType
geonode:pipeline_projects_nwbc,pipeline_projects_nwbc,No abstract provided,EPSG:3005,,"fid, the_geom, PipeName, Proponent, Section, pipeline_projects_nwbc",gml:MultiSurfacePropertyType
geonode:protected_areas,protected_areas,No abstract provided,EPSG:3005,,"fid, the_geom, ADMIN_AREA, PROT_NAME, PROT_DESG, EST_DATE, AREA_HA, protected_areas",gml:MultiSurfacePropertyType
geonode:recreation_areas,recreation_areas,No abstract provided,EPSG:3005,,"fid, the_geom, RMF_SKEY, PROJ_TYPE, PROJ_NAME, SITE_LOC, EST_DATE, CAMPSITES, LIFE_ST_CD, AREA_SQM, recreation_areas",gml:MultiSurfacePropertyType
geonode:rudolph_glaciers_nwbc,rudolph_glaciers_nwbc,No abstract provided,EPSG:3005,,"fid, the_geom, RGIId, GLIMSId, BgnDate, EndDate, CenLon, CenLat, O1Region, O2Region, Area, Zmin, Zmax, Zmed, Slope, Aspect, Lmax, Status, Connect, Form, TermType, Surging, Linkages, Name, rudolph_glaciers_nwbc",gml:MultiSurfacePropertyType
geonode:skeena_nass_stikine_extent,skeena_nass_stikine_extent,No abstract provided,EPSG:3005,,"fid, the_geom, id, skeena_nass_stikine_extent",gml:MultiSurfacePropertyType
geonode:tantalis_crown_tenures,tantalis_crown_tenures,No abstract provided,EPSG:3005,,"fid, the_geom, TEN_STAGE, TEN_STATUS, TEN_TYPE, TEN_SUBTYP, TEN_PURPOS, TEN_SUBPRP, TEN_EXPIRY, TEN_LOCATN, tantalis_crown_tenures",gml:MultiSurfacePropertyType
geonode:transmission_lines,transmission_lines,No abstract provided,EPSG:3005,,"fid, the_geom, ID, CIRCUIT_NM, CIRCUIT_DS, VOLTAGE, OWNER, SOURCE_DT, transmission_lines",gml:MultiLineStringPropertyType
geonode:tsa_bulkley,tsa_bulkley,No abstract provided,EPSG:3005,,"fid, the_geom, FEATURE_ID, TSA_NUMBER, TSA_NUMB_1, TSB_NUMBER, TSB_NUMB_1, EFFECTIVE_, RETIREMENT, COMMENTS, FEATURE_CO, WHO_UPDATE, WHEN_UPDAT, FEATURE_CL, OBJECT_VER, OBJECTID, FEATURE_AR, FEATURE_LE, fme_featur, tsa_bulkley",gml:MultiSurfacePropertyType
geonode:tsa_morice,tsa_morice,No abstract provided,EPSG:3005,,"fid, the_geom, FEATURE_ID, TSA_NUMBER, TSA_NUMB_1, TSB_NUMBER, TSB_NUMB_1, EFFECTIVE_, RETIREMENT, COMMENTS, FEATURE_CO, WHO_UPDATE, WHEN_UPDAT, FEATURE_CL, OBJECT_VER, OBJECTID, FEATURE_AR, FEATURE_LE, fme_featur, tsa_morice",gml:MultiSurfacePropertyType
geonode:ub_fish_pass_hab_site_priorities,ub_fish_pass_hab_site_priorities,No abstract provided,EPSG:4326,,"fid_1, the_geom, fid, reference_, priority, alias_loca, site, utm_zone, utm_eastin, utm_northi, ub_fish_pass_hab_site_priorities",gml:PointPropertyType
geonode:ub_fish_pass_phase1_priorities,ub_fish_pass_phase1_priorities,No abstract provided,EPSG:4326,,"fid_1, the_geom, fid, pscis_cros, my_crossin, utm_zone, utm_eastin, utm_northi, habitat_va, barrier_re, source, priority_p, ub_fish_pass_phase1_priorities",gml:PointPropertyType
geonode:ubr_treatment_site_condition_2023,ubr_treatment_site_condition_2023,No abstract provided,EPSG:4326,,"fid_1, the_geom, fid, Type, Method, Comments, trt_year, trt_date, Fndr, spc_plntd, hrs_soak, plnt_dnsty, plnt_type, stakes, fascines, ID, ubr_treatment_site_condition_2023",gml:MultiSurfacePropertyType
geonode:ungulate_winter_range,ungulate_winter_range,No abstract provided,EPSG:3005,,"fid, the_geom, UWR_NUM, SPECIES, APPROV_DT, NOTICE_DT, HECTARES, NOTES, ID, ungulate_winter_range",gml:MultiSurfacePropertyType
geonode:utility_row,utility_row,No abstract provided,EPSG:3005,,"fid, the_geom, ID, TEN_STAGE, TEN_STAT, TEN_TYPE, TEN_STYPE, TEN_PURP, TEN_SPURP, TEN_EXPIRY, utility_row",gml:MultiSurfacePropertyType
geonode:water_licences,water_licences,No abstract provided,EPSG:3005,,"fid, the_geom, POD_NUM, PURPOSE_U, PURPOSE_G, SOURCE_, QUANTITY, QUANTITY_, PRIMARY, L_NUM, L_STATU, L_STAT_, id, water_licences",gml:PointPropertyType
geonode:wildlife_habitat,wildlife_habitat,No abstract provided,EPSG:3005,,"fid, the_geom, ID, APPROV_DT, NOTICE_DT, SPECIES_NM, HECTARES, wildlife_habitat",gml:MultiSurfacePropertyType
geonode:wsc_hydrometric_stations,wsc_hydrometric_stations,No abstract provided,EPSG:3005,,"fid, the_geom, STTN_ID, STTN_NUM, STTN_NM, FLOW_TYPE, ARCHV_URL, RT_URL, OP_STATUS, START_DATE, END_DATE, wsc_hydrometric_stations",gml:PointPropertyType
